,_id,created_at,favorite_count,featch_time,full_text,keyword,lang,quote_count,reply_count,retweet_count,source,tid,tweet_url,user_url
0,6513c2130408657d8a048312,Tue Dec 08 17:21:27 +0000 2020,185,2023-09-27,"🚨🚨豬队友惊天第二炸‼️‼️翟东升证明中共对美國高層核心政客的渗透控制，被Fox卡尔松和川普總統转发后，已經成為证据，证实川普團隊对民主党人的指控。
以下是翟东升以亲身经历为川普口中的沼泽，民間所称的deep state深层政府做证，讲述“沼泽”对川普的抵抗。
美国左派民主党人很忌讳的又被翟戳穿。
🤣 https://t.co/PdWcy7ZWe5",民主党,zh,32,28,104,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1336360253353459712,https://twitter.com/irvinedai/status/1336360253353459712,https://twitter.com/irvinedai
1,6513c2130408657d8a048314,Fri Nov 13 14:51:21 +0000 2020,39,2023-09-27,新澤西州民主党人士，通過代理人曝料，他們通過投票计數流程做弊，并培訓宾州和紐約的民主党人。https://t.co/vrVSTjCTH8,民主党,zh,2,4,18,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1327262781310025728,https://twitter.com/irvinedai/status/1327262781310025728,https://twitter.com/irvinedai
2,6513c2130408657d8a048316,Wed Dec 09 13:28:15 +0000 2020,55,2023-09-27,美国总统就职典礼联合委员会（JCCIC）8日通过投票，拒认民主党总统候选人拜登、副总统候选人贺锦丽为当选人，否决民主党人提出的筹备拜登1月就职典礼议案。 https://t.co/deGkC2ikD8,民主党,zh,1,4,12,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1336663956392353793,https://twitter.com/irvinedai/status/1336663956392353793,https://twitter.com/irvinedai
3,6513c2130408657d8a048318,Mon Jan 11 22:48:45 +0000 2021,36,2023-09-27,"求证‼️

 1.“我将赦免朱利安·阿桑奇和爱德华·斯诺登。 

 2.“我援引1807年的《叛乱法》，以解决民主党和共和党议员，中共特工，联邦调查局，司法部，中情局等人进行的叛国叛乱，以破坏、腐蚀和拆解美国及其选民。 这些实体对国家安全构成直接威胁。 我将无限期地担任总统，直到所有国内敌人被捕为止。” https://t.co/56JvEbSQdU",民主党,zh,6,15,7,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1348763808811032578,https://twitter.com/irvinedai/status/1348763808811032578,https://twitter.com/irvinedai
4,6513c2130408657d8a04831a,Thu Jan 07 03:45:21 +0000 2021,33,2023-09-27,"川普总统除了支持者已经一无所有‼️
没有什么大招了‼️
那些还以外国干涉为理由，让川普戒严，抓人的，都是白痴‼️
川普干什么了？支持者冲进国会，民主党就要发动罢免，共和党将要同意。
川普一宣布戒严，自己就会被抓。这就是美国政治现实‼️
川普已经是真正孤家寡人，是所有政客，资本家，菁英的公敌‼️ https://t.co/yao1yaVx9I",民主党,zh,2,12,7,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1347026511279230978,https://twitter.com/irvinedai/status/1347026511279230978,https://twitter.com/irvinedai
5,6513c2130408657d8a04831c,Sun Sep 17 14:12:16 +0000 2023,234,2023-09-27,"Scandals involving Virginia Democrat Susanna Gibson, Republican Governor Kristi Noem, &amp; Republican Congresswoman Lauren Boebert all show a certain brazen shamelessness. Russ Latino writes a little shame wouldn't hurt in politics. https://t.co/4U71r7898Y",民主党,en,9,44,86,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",1703411553645506704,https://twitter.com/magnoliatribune/status/1703411553645506704,https://twitter.com/magnoliatribune
6,6513c2130408657d8a048320,Sun Nov 15 14:21:12 +0000 2020,21,2023-09-27,"左派说川普号召大游行是煽动仇恨和对立，可是，川普“败选”以来，并没有发生打砸抢烧。

相反，满口平等愽爱的左派，却是 #BLM #antifa 的支持者。
别否认，他们已经在向民主党要回报了，理由是帮拜登拉了六千万票。
美国人不会忘记谁支持 #BLM #antifa 打砸抢烧！
谁制造对立和仇恨。
谁不惜摧毁家园。 https://t.co/XHX20U8y11",民主党,zh,0,1,4,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1327979972129038336,https://twitter.com/irvinedai/status/1327979972129038336,https://twitter.com/irvinedai
7,6513c2140408657d8a048322,Tue Nov 17 03:12:14 +0000 2020,16,2023-09-27,"破锣西表示，民主党将对选举失败进行“深入研究”，到目前为止，这次大选已使民主党失去了10个众议院席位。

 “当我们得到更多数据时，将获得更清晰的画面。”

来来，上画面。

其实更要解释的是，众议院输成这样了，总统大选怎么可能赢？ https://t.co/rekcXLyqYY",民主党,zh,0,4,6,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1328536395254697985,https://twitter.com/irvinedai/status/1328536395254697985,https://twitter.com/irvinedai
8,6513c2140408657d8a048324,Wed Jan 06 12:41:48 +0000 2021,32,2023-09-27,"🚨如果没有猜错的话，赵家女婿宁愿共和党在参议院失去多数，也不让承诺当选后在国会支持川普挑战的洛夫勒上。
🚨本质上讲，这是一笔和民主党达成的交易。
🚨🚨失去参议院使得川普在国会挑战这次欺诈性总统选举结果变得更加艰难‼️
🚨🚨🚨彭斯的价值将更加重要‼️
🚨🚨🚨川普是唯一能使美国远离深渊的人‼️ https://t.co/SYbvLXAL5k",民主党,zh,0,8,7,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1346799127036710913,https://twitter.com/irvinedai/status/1346799127036710913,https://twitter.com/irvinedai
9,6513c2140408657d8a048326,Tue Dec 15 06:38:29 +0000 2020,75,2023-09-27,"感謝宾西法尼亚PA ，喬治亞GA，威斯康辛 WI，密西根 MI ，亚利桑納AZ ，內華達NV ，新墨西哥NM。七个州議會选择投票给川普，与州政府投票给拜登不一致，使84张選举人票不確定，成功击败媒體联合民主党发动的政变，把拜登从超過270当选票位置上拉下来。

這是川普和支持者的勝利！

上帝保佑自由世界！ https://t.co/asSm0aeUlf",民主党,zh,2,9,18,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1338735161744084993,https://twitter.com/irvinedai/status/1338735161744084993,https://twitter.com/irvinedai
10,6513c2150408657d8a048328,Thu Dec 17 14:04:43 +0000 2020,29,2023-09-27,"感覺共和党现在邏輯是：无能为力解决损害川普和美国的选举欺诈问题，但是，如果您投票让他们掌权，他们将保证在下一次解决这些问题。

小样，和民主党学的还挺快的。

民主党保证实现平等，喊了几百年，然後歪楼改喊自由了。如果川普这个过去至少十几届兌现政见最多的总统共和党都保不住，回家卖牛吧！ https://t.co/ivO1KPmyM8",民主党,zh,1,4,2,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1339572234168385538,https://twitter.com/irvinedai/status/1339572234168385538,https://twitter.com/irvinedai
11,6513c2150408657d8a04832a,Wed Nov 11 13:43:47 +0000 2020,27,2023-09-27,"根据纽约时报，尚有16个众议院席位未确定，共和党人有机会再抢到其中的8个。而民主党只剩下1个潜在的继任者。共和党比上届已经多得出6个席位。

破锣西丢议长是板上钉钉，民主党甚至可能丢议长。

谁说民主党选的好，拜登应该赢的站出来！ https://t.co/k6xzGXPgRQ",民主党,zh,0,3,7,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1326521001794961408,https://twitter.com/irvinedai/status/1326521001794961408,https://twitter.com/irvinedai
12,6513c2150408657d8a04832c,Wed Nov 11 04:32:00 +0000 2020,32,2023-09-27,"喜讯：破锣西不再参加下届众议院议长选举。

目前众议院民主党有218票，上届有15名民主党議員不投她票，这次有10人返回众议院。所以她确定无法当选。

共和黨已確定在众议院比上届多出五席，剩餘結果統計中，有望达到九席。

所以有风向說如果拜登做票為什麼民主党还能选贏議会？其實比上届是輸了。 https://t.co/40vHA8T0m9",民主党,zh,3,3,6,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1326382144814526468,https://twitter.com/irvinedai/status/1326382144814526468,https://twitter.com/irvinedai
13,6513c2150408657d8a04832e,Mon Nov 30 14:58:21 +0000 2020,84,2023-09-27,"白左有宣传机器，深层政府，大科技公司，华尔街，民主党，从小学开始的洗脑教育，菁英组织，有社会主义，共产主义的支持……他们当然不怕川普，不怕任何人……
但是，他们怕第二修正案，和这些合法持枪上街游行示威美国平民手上的枪…

知道民主党为什么年年禁枪？
没有枪，美国就是民主党的橡胶园！ https://t.co/QWC8hhkeDc",民主党,zh,3,5,19,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1333425138063163394,https://twitter.com/irvinedai/status/1333425138063163394,https://twitter.com/irvinedai
14,6513c2150408657d8a048330,Tue Dec 08 17:44:18 +0000 2020,32,2023-09-27,"翟东升以亲身经历为川普口中的“沼泽”，左派民主党人一直否认的“deep state深层政府”做证。
2015年CSIS开会发言时，提到川普哄堂大笑，不笑的人感到很low
川普上台“民主突然成真的了”。美国一直玩假民主？
川普上台他們感到天崩地裂，天塌了。
過去二年他們利用专业优势，信息优势，资源优势耍川普。 https://t.co/tmP7VILMcm",民主党,zh,6,5,23,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1336366003039531009,https://twitter.com/irvinedai/status/1336366003039531009,https://twitter.com/irvinedai
15,6513c2150408657d8a048332,Wed Nov 09 11:13:11 +0000 2022,1,2023-09-27,"被认为民主党铁盘的纽约州，差點輸了。现任民主党女州长霍楚险胜共和党李修顿，获得连任。联邦参议员舒默目前得票率约56%。纽约27个联邦众议员席位争夺中，上届民主党佔19席，目前仅14人胜选，结果尚未见分晓。

纽约州并未由蓝翻红，但結果難料！民主党力量明显衰弱，只有招架之力。 https://t.co/2JgTbuHOZk",民主党,zh,0,1,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1590301471987621889,https://twitter.com/irvinedai/status/1590301471987621889,https://twitter.com/irvinedai
16,6513c2150408657d8a048335,Tue Feb 16 03:17:19 +0000 2021,95,2023-09-27,"川普弹劾案不成立

虽然罗姆尼Susan Collins等7名共和党建制派投赞成票，但参院仍以57:43的结果，未达2/3门槛，旷日废月的肥皂剧短短五天，正式下档。

戏剧性转折点是民主党获新电话录音证据，打算传唤证人，但川普律师早有准备，洋洋洒洒列出301个包括副总统贺锦丽，破锣西，DC巿长等证人名单… https://t.co/78OmTK0bSJ",民主党,zh,1,9,20,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1361514971855659009,https://twitter.com/irvinedai/status/1361514971855659009,https://twitter.com/irvinedai
17,6513c2150408657d8a048337,Thu Nov 12 12:11:52 +0000 2020,14,2023-09-27,"这是FOX关于民主党深度介入投票公司的报道。
公司的所有人，股权。
硬件产品。
软件内置病毒…… https://t.co/W6dniRbQ5L",民主党,zh,0,1,7,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1326860261475581953,https://twitter.com/irvinedai/status/1326860261475581953,https://twitter.com/irvinedai
18,6513c2150408657d8a048339,Thu Dec 10 06:43:59 +0000 2020,35,2023-09-27,"民主党密西根州众议员Cynthia，前几天在听证会上捣乱，视频流出后遭遣责，恼羞成怒，公开威胁川普支持者：

“警告川普支持者们，你们最好小心点，不是开玩笑，我们受够了你们的自以为是。战士们，你们知道应该怎么做，接受命令，让他们付出代价”
 https://t.co/TkTQSR8WYZ",民主党,zh,3,9,16,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1336924606276403200,https://twitter.com/irvinedai/status/1336924606276403200,https://twitter.com/irvinedai
19,6513c2200408657d8a04833e,Wed Nov 11 00:47:50 +0000 2020,0,2023-09-27,@koujiayi 原來民主党的席位，或民主党领先。具体結果看rcp网站 https://t.co/D62aklML4W,民主党,zh,0,1,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1326325727407472640,https://twitter.com/irvinedai/status/1326325727407472640,https://twitter.com/irvinedai
20,6513c2200408657d8a048340,Sat Mar 11 03:52:08 +0000 2023,0,2023-09-27,找找共产党和民主党有什么不同？😄 https://t.co/DnQpWObgpw,民主党,zh,0,0,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1634401794523815936,https://twitter.com/irvinedai/status/1634401794523815936,https://twitter.com/irvinedai
21,6513c2200408657d8a048342,Sun Sep 24 01:14:00 +0000 2023,237,2023-09-27,Me on the left https://t.co/jpANzKDtdz,民主党,en,2,13,17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1705752408528457827,https://twitter.com/CryptoGiggle/status/1705752408528457827,https://twitter.com/CryptoGiggle
22,6513c2200408657d8a048344,Tue Nov 17 04:55:24 +0000 2020,13,2023-09-27,"把复杂问题简单化是本事。
把简单问题复杂化是蠢。也可能别有用心。

二星期了，总统还待定。既然没有监督的计票违法，那就把所有没有监督员签字的计票剔除，计数为准。民主党不能不干吧！
不然肯定能以计票违法推翻整个州或县的结果。

简单吧！民主党敢同意吗？

说好了，下面用望远镜监督的不能算。 https://t.co/aIx3JZsQtc",民主党,zh,1,4,4,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1328562358709493760,https://twitter.com/irvinedai/status/1328562358709493760,https://twitter.com/irvinedai
23,6513c2210408657d8a048346,Fri Nov 13 11:15:16 +0000 2020,10,2023-09-27,"争论结束了。

专家们发表了讲话。

如果联邦选举委员会主席说存在选举欺诈，那就是真的。

民主党人，媒体，投机政客，华尔街，Big tech…面對現實吧！
来，坐下來，我們談談怎么解決大选的舞弊問題，让國家保持一致。
交出下面这几位，和所有舞弊者坐牢。外加亨特如何？

不然民主党部要搬去中国了 https://t.co/l5UqJ8VVkX",民主党,zh,1,3,4,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1327208402389409797,https://twitter.com/irvinedai/status/1327208402389409797,https://twitter.com/irvinedai
24,6513c2210408657d8a048348,Thu Aug 19 07:34:33 +0000 2021,7,2023-09-27,"最新拉斯穆森民调：川普赢拜登
若大选是今天，43%会投川普，37%会支持拜登，有高达20%民主党和独立选民，后悔选拜登。
阿富汗撒军，美国人被吓怕了。
没告知盟国，就先撤军人。从来先撤公民和盟友，再撤设备，最后才是军人，现美国尚有一万五千人滞留，活在恐惧中！美国家属在亲人平安回家前，夜夜难眠 https://t.co/8IO4qtmPCI",民主党,zh,0,5,1,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1428259071384166404,https://twitter.com/irvinedai/status/1428259071384166404,https://twitter.com/irvinedai
25,6513c2210408657d8a04834a,Wed Jan 13 23:54:55 +0000 2021,11,2023-09-27,"原來美國建国宣言和憲法是对立的⁉️

原來法治民主的政治體制也和专制极权一樣“成王败寇”⁉️

🚨中国民主党主席，哥大政治系博士就这学术水平⁉️

🤣🤣🤣 https://t.co/URG97xPdC2",民主党,zh,0,3,2,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1349505234167492611,https://twitter.com/irvinedai/status/1349505234167492611,https://twitter.com/irvinedai
26,6513c2210408657d8a04834c,Fri Oct 28 12:13:11 +0000 2022,2,2023-09-27,"美国民主党中期选举上火了。军方直接抛出中国新成立火箭军所有基地的详细资料，除了标注地点之外，还有地址，门牌号码，指挥官姓名，军官姓名……

简直裸奔了！ https://t.co/zAuV0WaNK4",民主党,zh,0,0,1,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1585967916272394241,https://twitter.com/irvinedai/status/1585967916272394241,https://twitter.com/irvinedai
27,6513c2210408657d8a04834e,Mon Jan 04 12:43:00 +0000 2021,6,2023-09-27,"最高院原本有两次机会这样做，但两次最高院都拒绝了。
1月6日，国会有责任决定是否要就认证2020年选举结果进行投票。这次投票是仅存的唯一宪法权力，能考虑和解决对严重选举舞弊的指控。
在四年一度联席会议上，民主党议员对总统选举结果提出反对意见早有先例，如1969年、2001年、2005年和2017年都如此 https://t.co/YWgsUMTXEs",民主党,zh,0,1,1,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1346074653199007744,https://twitter.com/irvinedai/status/1346074653199007744,https://twitter.com/irvinedai
28,6513c2210408657d8a048350,Mon Dec 14 15:42:22 +0000 2020,9,2023-09-27,"这张照片简直是神示，马头旁站立者为巴尔，地点是巴尔家门口。典型的美国故事，在投票日第二天，愤怒的川普支持者不接受拜登和民主党舞弊偷窃选票的事实，邻居们拉着一匹发情的公马来向巴尓抗议，要求他办事抓拜登。露出发情生殖器的公马让巴尔太尬了，不得不出门接待。

不干活的巴尔，不如一匹公马。 https://t.co/Kb4FAP0t5n",民主党,zh,0,2,2,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1338509644793147395,https://twitter.com/irvinedai/status/1338509644793147395,https://twitter.com/irvinedai
29,6513c2210408657d8a048352,Thu Jun 22 15:02:48 +0000 2023,3,2023-09-27,"据说美国支持乌克兰战争已经给了一千多亿美元了？最近有一笔转账多转了63亿美元，这明显吃回扣呀！

估计拜登及其民主党政府官员吃了五百亿回扣，从拜登当副总统时，以区区十亿美元援助，就能逼乌克兰总统换总检察长，又收过五百万美元回扣，拜登贪污肯定干的出来！ https://t.co/gSGBROi2cY",民主党,zh,0,1,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1671896524044013569,https://twitter.com/irvinedai/status/1671896524044013569,https://twitter.com/irvinedai
30,6513c2210408657d8a048354,Thu Sep 21 20:15:04 +0000 2023,20,2023-09-27,".@HouseAgGOP Chair @CongressmanGT on bipartisan support for the farm bill: “The farm bill is seen as probably the most promising bipartisan bill in the 118th Congress.""

Catch up 👉 https://t.co/GgdTb7gq2b
#AxiosEvents https://t.co/hCwDo7CAnW",民主党,en,0,1,3,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",1704952403949223978,https://twitter.com/axios/status/1704952403949223978,https://twitter.com/axios
31,6513c2210408657d8a048356,Thu Feb 17 13:24:28 +0000 2022,5,2023-09-27,"民进党统治下的台湾，和民主党统治的美国一样，左B不干正事儿。整天干邪门歪道。以后不能叫外婆外公了，因为歧视娘家。
只能叫爷爷，奶奶。
黄左SB https://t.co/BC5t1AKDb4",民主党,zh,1,1,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1494301722801422336,https://twitter.com/irvinedai/status/1494301722801422336,https://twitter.com/irvinedai
32,6513c2210408657d8a048358,Fri Dec 25 14:11:50 +0000 2020,9,2023-09-27,"请注意，所有为“美丽新世界秩序”服务的全球机构都和民主党、战争、经济大萧条、共产党有关。梳理之后，你会惊讶的发现，共产主义阵营是受益者。
几十年之后，中共在左派扶助下，成为全球第二大经济体。西方从冷战铁幕中好不容易战胜共产主义苏联，伤疤未好怎么可能就忘了痛？转身就拥抱共产党的中国？ https://t.co/kzLxnErWOf",民主党,zh,0,1,2,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1342473127763214338,https://twitter.com/irvinedai/status/1342473127763214338,https://twitter.com/irvinedai
33,6513c2210408657d8a04835a,Sat Dec 19 12:15:44 +0000 2020,17,2023-09-27,"在Facebook创始人扎克伯格（Mark Zuckerberg）和其他高科技利益集团数亿美元资助下，活动组织创建了一个“两级选举制度”，根据选民的不同情况给予不同的补贴，无论他们住在民主党还是共和党的据点。

私人资金支配市县选举管理，既违反联邦法律，也违反了州立法机构根据宪法认可和制定的州选举计划。 https://t.co/9hkP3hM0T6",民主党,zh,0,1,7,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1340269585283465217,https://twitter.com/irvinedai/status/1340269585283465217,https://twitter.com/irvinedai
34,6513c2210408657d8a04835c,Sun Aug 29 11:37:12 +0000 2021,41,2023-09-27,【川普的政治遗产】拜登上台之后，矢言要推翻川普政策，但在随后实际行动中，出乎意料在许多政策上，都遵循没有川普的川普路线，其中最意外是为阿富汗撤军失败辩解时，竟说撤军是川普定下的政策，言外之意不过是萧规曹随，一时興论大哗，民主党也看不下去。让你撤军，该先撤平民和设备，没让你先撤军人 https://t.co/fXyx7iN4TU,民主党,zh,1,2,11,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1431944015344144386,https://twitter.com/irvinedai/status/1431944015344144386,https://twitter.com/irvinedai
35,6513c2220408657d8a04835e,Mon Jan 04 12:32:15 +0000 2021,8,2023-09-27,"无论从哪个角度来看，2020年选举中的舞弊和违规行为指控都超过了我们有生之年以来的任何一次。
并不是单一的个别候选人相信这些指控。相反，它们是普遍存在的。路透社/益普索（Reuters/lpsos）的民调显示，糟糕的是，39%美国人相信“选举被操纵”。共和党人（67%）、民主党人（17%）和独立人士（31%）。 https://t.co/mmTy8VZgBS",民主党,zh,0,1,2,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1346071948518854659,https://twitter.com/irvinedai/status/1346071948518854659,https://twitter.com/irvinedai
36,6513c2220408657d8a048360,Sun Feb 27 01:30:04 +0000 2022,1,2023-09-27,"“很多人吹牛逼，就是这样。”

前总统唐纳德•川普抨击声称民主党是捍卫民主的人。

更多： https://t.co/r5dEYKBqsv",民主党,zh,0,0,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1497745818190684161,https://twitter.com/irvinedai/status/1497745818190684161,https://twitter.com/irvinedai
37,6513c2220408657d8a048362,Mon Jan 04 12:45:39 +0000 2021,4,2023-09-27,"而且，在1969年和2005年，都有一位民主党参议员加入民主党众议员，在两院要求投票、是否接受被挑战的总统选举人票。
提出的最直接先例出现在1877年，海斯对蒂尔登总统选举中出现了严重的舞弊和非法行为的指控。具体来说，有三个州——佛罗里达州、路易斯安那州和南卡罗来纳州的选举被指控存在非法行为。 https://t.co/jgufDwPGhQ",民主党,zh,0,1,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1346075320248537088,https://twitter.com/irvinedai/status/1346075320248537088,https://twitter.com/irvinedai
38,6513c2220408657d8a048364,Sat Apr 30 02:46:06 +0000 2022,6,2023-09-27,"俄羅斯入侵烏克蘭，最得益是美國军火商，发大财！然後民主党中期选举又贏了！

乌克兰为这场战争，2个月内就烧完136亿美援！
拜登再提330亿巨额援助，等同一下送给乌克兰3～4年总军费...

为嘛美国军方讨厌不打仗的川普？

为嘛高呼和平左B一上台就打仗？
 
政府从来不在乎亏钱，在乎多少进自己口袋！ https://t.co/na88HK4HWe",民主党,zh,0,2,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1520233001451360256,https://twitter.com/irvinedai/status/1520233001451360256,https://twitter.com/irvinedai
39,6513c2220408657d8a048366,Wed Jun 08 13:25:45 +0000 2022,3,2023-09-27,川普亲密助手彼得·纳瓦罗，前任总统助理、白宫贸易与制造业政策主任，《国防生产法》协调员。加州大学尔湾分校退休教授，反共《致命中国》作者。他前几天去机场途中被捕，70多岁老人戴上手銬脚镣，脫光衣服檢查，关进牢房，极尽羞辱。罪名是不按民主党元月六日委員會传票出庭作证，而他已被川普特赦。 https://t.co/FA6Y2Iig9E,民主党,zh,0,3,3,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1534527102174695424,https://twitter.com/irvinedai/status/1534527102174695424,https://twitter.com/irvinedai
40,6513c2220408657d8a048368,Sat Jul 09 02:22:07 +0000 2022,1,2023-09-27,"美国民主党喊禁枪再凶，只要你不是一个智障，就应该闭嘴。 

杀死安倍晋三的枪手使用了一把自制的枪：绑在木板上有胶纸缠绕的两根钢管。 https://t.co/dFw8MR1OKD",民主党,zh,1,0,1,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1545594116196642816,https://twitter.com/irvinedai/status/1545594116196642816,https://twitter.com/irvinedai
41,6513c22f0408657d8a04836c,Tue Jan 05 14:27:24 +0000 2021,4,2023-09-27,"目前投给民主党总统候选人乔·拜登的选举人名单，都是由各州长认证结果。但12月14日，7个州的共和党人议会，将选票投给了川普，造成州政府和议会的选举人投票结果不同。

但国会通过共和党替代选票的机会渺茫，因为替代选票并未得到州官员的授权。 https://t.co/Mn1ponwSLm",民主党,zh,0,3,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1346463311882121224,https://twitter.com/irvinedai/status/1346463311882121224,https://twitter.com/irvinedai
42,6513c22f0408657d8a04836e,Wed Aug 17 03:32:14 +0000 2022,2,2023-09-27,"熟悉的味道？该知道中国“无产阶级文化大革命”从那来的吧！

马克思法兰克福学派，才是美国民主党，台湾民进党…还有共产党的理论图腾！

要想建立新的，必须打碎旧的。却不问如何实现？，新为什么比旧好？如何才能不走错路？

台湾民进党年轻人支持度，因万人被骗卖柬埔寨而垮，然后，就一人送三万二… https://t.co/SfvkM44JY8",民主党,zh,0,1,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1559744886215098368,https://twitter.com/irvinedai/status/1559744886215098368,https://twitter.com/irvinedai
43,6513c22f0408657d8a048370,Mon Sep 25 18:51:55 +0000 2023,58,2023-09-27,"“In a democracy, your first responsibility is to the folks who elected you,” Biden told @Netanyahu, “to correct them when they’re wrong and show them how to be better.”  
https://t.co/SyLYjks0Gc",民主党,en,3,8,16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1706381029743722566,https://twitter.com/MideastMite/status/1706381029743722566,https://twitter.com/MideastMite
44,6513c2300408657d8a048374,Tue Jan 26 14:43:25 +0000 2021,13,2023-09-27,"民主党人本周最有蛊惑性的宣传口号：元月六日佔领国会是川普煽动的恐怖主义袭击。

🚨这不合逻辑呀‼️

美国总统煽动在美国发动恐怖袭击⁉️
这是多大的脑洞‼️
至少，川普也得是恐怖份子头目🤯

白左们就是用这种弱智的洗脑宣传，欺骗了许多美国人‼️ https://t.co/4ql06GoGK8",民主党,zh,0,1,2,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1354077489916571649,https://twitter.com/irvinedai/status/1354077489916571649,https://twitter.com/irvinedai
45,6513c2300408657d8a048376,Wed May 17 04:24:05 +0000 2023,2,2023-09-27,"曝炸新闻‼️今天美国特别检查官约翰·达勒姆公布川普“通俄门”调查报告，结论就是美国FBI于2016年对川普的通俄犯罪调查没有任何证据，“FBI本不应该对川普进行通俄犯罪调查”（据CNN报道）。

FBI已经发布正式声明，承认不该对川普调查，并保证不再犯。

利用国家机器，调查政治对手，民主党开专制先河‼️ https://t.co/9KwLZbMUWi",民主党,zh,0,0,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1658689823111254019,https://twitter.com/irvinedai/status/1658689823111254019,https://twitter.com/irvinedai
