tweet_url,author_url,avatar_url,avatar_binary,topic,author_name,content,tweet_type,tweet_language,comment_count,retweet_count,quote_count,praise_count,publish_time,fetch_time,tweet_id,screen_id,screen_name,tourist_crawl_status,video_urls,original_author,tweet_img_url,tweet_img_binary
https://twitter.com/14181505/status/1773475957594329281,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"""Insurance broker Howden says the cyber insurance market could rival the scale of major P&amp;C lines in the future...""

""...Howden believes the cyber insurance market could reach US$50bn by 2030.""

I agree, and it'll entirely change how InfoSec operates.

https://t.co/sZsPPvWXJD",原创,en,3,2,0,6,2024-03-28 22:23:12,2024-04-10 16:32:13,1773475957594329281,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1770130927148314916,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"News: @RSnake, @HeatherKonold11, and I have been working together as entrepreneurs in cyber-security for decades — with many successes. We're excited to launch our next adventure together, Grossman Ventures (https://t.co/8DAMwnS3TJ). Big plans ahead! More details to come!",原创,en,1,2,1,16,2024-03-19 16:51:15,2024-04-10 16:32:13,1770130927148314916,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1757394226797740213,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,Always endeavor to ask better questions.,原创,en,1,1,0,10,2024-02-13 13:20:09,2024-04-10 16:32:13,1757394226797740213,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1738279570103808182,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"My car club is open. And no, not all of these are mine... but a few are. 😉 https://t.co/KRGT9z3o65",原创,en,3,1,0,20,2023-12-22 19:25:19,2024-04-10 16:32:13,1738279570103808182,14181505,jeremiahg,0,[],,"['https://pbs.twimg.com/media/GB-bs8mbMAAoTkA.jpg', 'https://pbs.twimg.com/media/GB-bs8lbMAAVKF7.jpg', 'https://pbs.twimg.com/media/GB-bs8nbMAEh90R.jpg', 'https://pbs.twimg.com/media/GB-bs8makAE7LnG.jpg']",
https://twitter.com/14181505/status/1704510000477966445,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,Most or arguably all of the negative aspects of social media can be directly tied to their advertising based business model. I believe a user paid-for subscription model can correct for a lot of this and theoretically provide a vastly improved experience.,原创,en,7,0,0,1,2023-09-20 14:57:07,2024-04-10 16:32:13,1704510000477966445,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1690384072605065216,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"I'm from Maui, but my immediate family moved during COVID. All the rest of my family is still there. Thankfully everyone is safe and has what they need. The fires completely destroyed Lahaina, and many other treasured parts of the island. Lahaina was my hometown.",原创,en,3,1,0,24,2023-08-12 15:25:43,2024-04-10 16:32:13,1690384072605065216,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1690384072605065216,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"I'm from Maui, but my immediate family moved during COVID. All the rest of my family is still there. Thankfully everyone is safe and has what they need. The fires completely destroyed Lahaina, and many other treasured parts of the island. Lahaina was my hometown.",原创,en,3,1,0,24,2023-08-12 15:25:43,2024-04-10 16:32:27,1690384072605065216,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1678471376519458816,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"Registration is open for the 11th Annual Brazilian Jiu-Jitsu Smackdown during BlackHat / Defcon! Even is safe, super fun, and open to all InfoSec practitioners from first-timers to black belts! Thu, Aug 10 @ 5:30p - 8:00p. Please RT. https://t.co/8d4x3pXKAI",原创,en,5,13,4,47,2023-07-10 18:28:55,2024-04-10 16:32:27,1678471376519458816,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1646664738968047620,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"After a long search, finally found myself a 1973 Dodge Challenger. Love this car. So much fun to drive, which I've been doing a lot of lately. 426 Hemi, which is plenty fast, but just wait until you see the engine I'm gonna put in it this summer. https://t.co/qp8EBKiw0L",原创,en,6,0,1,22,2023-04-14 00:00:41,2024-04-10 16:32:27,1646664738968047620,14181505,jeremiahg,0,[],,['https://pbs.twimg.com/media/FtogpFpaEAAO6La.jpg'],
https://twitter.com/14181505/status/1646664738968047620,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"After a long search, finally found myself a 1973 Dodge Challenger. Love this car. So much fun to drive, which I've been doing a lot of lately. 426 Hemi, which is plenty fast, but just wait until you see the engine I'm gonna put in it this summer. https://t.co/qp8EBKiw0L",原创,en,6,0,1,22,2023-04-14 00:00:41,2024-04-10 16:32:43,1646664738968047620,14181505,jeremiahg,0,[],,['https://pbs.twimg.com/media/FtogpFpaEAAO6La.jpg'],
https://twitter.com/14181505/status/1616214040619159552,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"Somehow I would like the ability unfollow specific subjects, not specific people.",原创,en,13,0,0,19,2023-01-19 23:20:29,2024-04-10 16:32:43,1616214040619159552,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1603625001113878528,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,The “free speech” company motto is equally cringe as “don’t be evil.”,原创,en,1,3,1,12,2022-12-16 05:36:08,2024-04-10 16:32:43,1603625001113878528,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1599932033010405376,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"Simple Vuln Management. 1) Find all assets 2) Vuln scan all assets 3) Prioritize fixing vulns

Technologically we’ve only recently been able to do #1 at scale, so #2 was largely impossible, and to that extent #3. We also lack scalability in #3 causing reluctance to doing #2. /1",原创,en,11,2,0,16,2022-12-06 01:01:36,2024-04-10 16:32:43,1599932033010405376,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1599925844700729344,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,it's possible that my entire Twitter timeline is generated by ChatGPT.,原创,en,4,2,0,10,2022-12-06 00:37:01,2024-04-10 16:32:43,1599925844700729344,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1599925844700729344,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,it's possible that my entire Twitter timeline is generated by ChatGPT.,原创,en,4,2,0,10,2022-12-06 00:37:01,2024-04-10 16:32:56,1599925844700729344,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1597640058445582336,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"I frequently get to speak with incident responders about what they’re seeing. Anecdotally, they’re telling me ~50% of breaches have something to do with a previously unknown asset — unknown to the breached organization. Others in IR seeing similar? 1/",原创,en,4,3,2,24,2022-11-29 17:14:07,2024-04-10 16:32:56,1597640058445582336,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1597642909029142528,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"In analyzing attack surface maps of various market segments, I'm noticing a notable uptick in cloud deployed assets as an overall percentage. A few years ago it was ~2-5% amongst the largest banks, retailers, healthcare, etc. Now, segment depending, it's in the teens or 20s.",原创,en,2,2,0,3,2022-11-29 17:25:26,2024-04-10 16:32:56,1597642909029142528,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1591134023128338434,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"The advertising dollars that stop flowing to Twitter, where will they go? 

Because they will flow somewhere.",原创,en,17,1,0,2,2022-11-11 18:21:27,2024-04-10 16:32:56,1591134023128338434,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1589730849578430464,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,Someone once told me that I should be grateful for the things I get to complain about. A fascinating perspective that serves me well.,原创,en,4,2,0,17,2022-11-07 21:25:44,2024-04-10 16:32:56,1589730849578430464,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1586066893063876608,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,Farmers don't ask their livestock for feedback.,原创,en,1,0,0,6,2022-10-28 18:46:29,2024-04-10 16:32:56,1586066893063876608,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1574782803228516352,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"Brazilian Jiu-Jitsu Smackdown @ BlackHat 2022
https://t.co/EJAHnPwjGZ",原创,en,32,2,1,5,2022-09-27 15:27:32,2024-04-10 16:33:12,1574782803228516352,14181505,jeremiahg,0,[],,,
https://twitter.com/14181505/status/1565128206239248384,https://twitter.com/jeremiahg,https://pbs.twimg.com/profile_images/1769742886093074432/eAN-tCTs_normal.jpg,,,Jeremiah Grossman,"@jp4gs @iggdawg @ErrataRob Yes. 

Now with all the context you provided, if you could answer my original question.",原创,en,0,0,0,0,2022-09-01 00:03:37,2024-04-10 16:33:27,1565128206239248384,14181505,jeremiahg,0,[],,,
