tweet_url,author_url,avatar_url,avatar_binary,topic,author_name,content,tweet_type,tweet_language,comment_count,retweet_count,quote_count,praise_count,publish_time,fetch_time,tweet_id,screen_id,screen_name,tourist_crawl_status,video_urls,original_author,tweet_img_url,tweet_img_binary
https://twitter.com/15943215/status/1729635588741967881,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,The big lie of millions of information security jobs https://t.co/luSoRGCd8C,原创,en,0,0,0,0,2023-11-28 22:57:14,2024-04-11 15:11:38,1729635588741967881,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1689752884010012674,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,"A hardware flaw in Intel Core and Xeon CPUs lets attackers steal data from other users on the same system, including on servers that use Intel's SGX memory protections, Google researcher Daniel Moghimi told the Black Hat 2023 security conference.
https://t.co/Pjj2RCfpaD",原创,en,0,0,0,1,2023-08-10 21:37:36,2024-04-11 15:11:55,1689752884010012674,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1684181061356384257,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,"A new AI bot called FraudGPT has been discovered being sold on various dark web marketplaces and Telegram accounts that is exclusively targeted for offensive purposes, such as creating spear-phishing emails, cracking tools and carding.

https://t.co/2CShbhbWTN",原创,en,1,0,0,1,2023-07-26 12:37:10,2024-04-11 15:11:55,1684181061356384257,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1680953645402148865,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,"To help organizations better conduct risk assessments, the Cybersecurity Collaborative (CSC) created a guide to cybersecurity-based risk-assessment best practices and introduced what it calls the CSC Risk Assessment Maturity Model. https://t.co/QnVW35dbXt",原创,en,0,0,0,1,2023-07-17 14:52:34,2024-04-11 15:11:55,1680953645402148865,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1679834683968765953,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,https://t.co/PZOWiIAIxC,原创,zxx,0,0,0,0,2023-07-14 12:46:13,2024-04-11 15:11:55,1679834683968765953,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1664430562478800896,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,https://t.co/XnueMd9oSP,原创,zxx,0,0,0,0,2023-06-02 00:35:44,2024-04-11 15:12:07,1664430562478800896,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1654494277781671937,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,https://t.co/l0Rf7uOJGF,原创,zxx,0,0,0,0,2023-05-05 14:32:29,2024-04-11 15:12:21,1654494277781671937,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1651504467815313411,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,"Security bald guys, #RSA2023 — photo by @anthonymfreed https://t.co/lsDutNlL12",原创,en,1,2,1,7,2023-04-27 08:32:03,2024-04-11 15:12:21,1651504467815313411,15943215,BillBrenner70,0,[],,['https://pbs.twimg.com/media/FutSjnnaAAEoHtg.jpg'],
https://twitter.com/15943215/status/1650634132941316097,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,Two old security journalists walk into Broadcast Alley at #RSAC2023 (with @SteveD3 ) https://t.co/EAwMyPsKgc,原创,en,0,1,0,1,2023-04-24 22:53:39,2024-04-11 15:12:21,1650634132941316097,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1643958041811865602,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,"Includes video of me and SecurityWeekly blokes @sawaba,  @quadling and @Jason_Wood discussing how AI -- the good and bad -- will be the dominant topic at RSA Conference 2023. https://t.co/Hi4HKqo941",原创,en,3,3,0,2,2023-04-06 12:45:15,2024-04-11 15:12:36,1643958041811865602,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1642894587961196545,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,Looking for a product marketing manager to join our growing team. DM is interested. https://t.co/clDNQgMXH7,原创,en,0,2,0,1,2023-04-03 14:19:27,2024-04-11 15:12:36,1642894587961196545,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1639616287361097728,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,"Gordon E. Moore, Intel Co-Founder Behind Moore’s Law, Dies at 94 - The New York Times https://t.co/t4hksR8Q20",原创,en,0,2,0,3,2023-03-25 13:12:40,2024-04-11 15:12:36,1639616287361097728,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1638680939311104000,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,Great tribute to a treasured member of the security community: https://t.co/XO9dbkVfJE,原创,en,0,0,0,0,2023-03-22 23:15:55,2024-04-11 15:12:36,1638680939311104000,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1636050452331610153,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,"Calling the cybersecurity community! We’ve extended the #SCAwards2023 deadline to midnight ET Monday, March 20. This year there are a total of 36 categories with new and several modified categories added to the competition. This is the last week to enter:
https://t.co/EBSb2eihh8",原创,en,0,0,0,0,2023-03-15 17:03:18,2024-04-11 15:12:51,1636050452331610153,15943215,BillBrenner70,0,[],,,
https://twitter.com/15943215/status/1629197039266410501,https://twitter.com/BillBrenner70,https://pbs.twimg.com/profile_images/1638963021841063936/fA820OVf_normal.jpg,,,BillBrenner70,"Third-Party Risks: Challenges for MSSPs and How to Overcome Them
https://t.co/qCwGP8Abet
CyberRisk Alliance Business Intelligence conducted a survey to understand the concerns and strategies for addressing third-party risks.",原创,en,0,0,0,0,2023-02-24 19:10:17,2024-04-11 15:13:07,1629197039266410501,15943215,BillBrenner70,0,[],,,
